claim_id,claim,label,claim_date,exclude_date,source,split,topic,claim_type,quant_or_qual,paper_id,detected_biases
2204.05252v1_4_F,"The coupling of the X₅₋ mode with the X₂₋ order parameter in rhombohedral HfO₂ provides an energy gain of 10 meV/f.u., which is less than the 30 meV/f.u. gained from coupling with polarization.",Refuted,2022-04-01,2022-03-01,matteroffact,train,thin-film semi-conductors; ferroelectricity; hafnium oxide; improper ferroelectrics; theme_semi-conductors,theoretical,quantitative,2204.05252v1,
2208.10980v2_13_T,"Swarms of laser-propelled nanosatellites can be used for mapping the heliospheric environment, creating communication networks around planets, and exploring the outer Solar System beyond the heliopause.",Supported,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; lightsail propulsion; laser-driven nanosatellites; spacecraft propulsion; solar system exploration; laser propulsion; nanosatellites; space mission design; space telecommunications; thin film materials; theme_semi-conductors,integrative,qualitative,2208.10980v2,
2208.10980v2_13_F,Swarms of laser-propelled nanosatellites are limited to Earth orbit applications and cannot be effectively used for planetary exploration or deep space missions.,Refuted,2022-08-01,2022-07-01,matteroffact,train,Thin-film semi-conductors; lightsail propulsion; laser-driven nanosatellites; spacecraft propulsion; solar system exploration; laser propulsion; nanosatellites; space mission design; space telecommunications; thin film materials; theme_semi-conductors,integrative,qualitative,2208.10980v2,
2205.07413v1_0_T,"Vacancy formation energy distributions in Nb-Mo-Ta-W alloys have tails that extend into negative values, leading to spontaneous vacancy formation at edge dislocation cores.",Supported,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; refractory multi-element alloys; high entropy alloys; dislocation dynamics; vacancy formation and migration; edge dislocations; strength of materials; theme_aerospace materials,code/simulation,qualitative,2205.07413v1,
2205.07413v1_0_F,"Vacancy formation energy distributions in Nb-Mo-Ta-W alloys are uniformly positive, requiring thermal activation for vacancy formation at edge dislocation cores.",Refuted,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; refractory multi-element alloys; high entropy alloys; dislocation dynamics; vacancy formation and migration; edge dislocations; strength of materials; theme_aerospace materials,code/simulation,qualitative,2205.07413v1,
2205.06855v1_12_T,A regolith-to-binder ratio of 3.5:1 by volume produces stable green parts for both Martian and Lunar regolith when using a 6.25% salt-water solution as the binder material.,Supported,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; Martian regolith; Lunar regolith; additive manufacturing; binder jetting; in-situ resource utilization (ISRU); ceramic additive manufacturing; sintering; theme_aerospace materials,experimental,quantitative,2205.06855v1,
2205.06855v1_12_F,A regolith-to-binder ratio of 1:1 by volume produces stable green parts for both Martian and Lunar regolith when using a 6.25% salt-water solution as the binder material.,Refuted,2022-05-01,2022-04-01,matteroffact,train,aerospace materials; Martian regolith; Lunar regolith; additive manufacturing; binder jetting; in-situ resource utilization (ISRU); ceramic additive manufacturing; sintering; theme_aerospace materials,experimental,quantitative,2205.06855v1,
2212.13877v1_0_T,"Including electron-phonon interaction contributions to the total energy establishes cubic Boron Nitride as the stable polymorph at ambient conditions, regardless of which van der Waals dispersion approximation is used.",Supported,2022-12-01,2022-11-01,matteroffact,train,aerospace materials; Boron Nitride polymorphs; electron-phonon interactions; van der Waals interactions; layered materials; density functional theory; theme_aerospace materials,theoretical,qualitative,2212.13877v1,
2212.13877v1_0_F,"Including electron-phonon interaction contributions to the total energy establishes hexagonal Boron Nitride as the stable polymorph at ambient conditions, regardless of which van der Waals dispersion approximation is used.",Refuted,2022-12-01,2022-11-01,matteroffact,train,aerospace materials; Boron Nitride polymorphs; electron-phonon interactions; van der Waals interactions; layered materials; density functional theory; theme_aerospace materials,theoretical,qualitative,2212.13877v1,
2212.12020v2_13_T,"Hexagonal close-packed gold nanostructures form on germanium substrates with specific crystallographic orientations, where the Au-hcp(010) plane aligns parallel to the Ge(111) plane.",Supported,2022-12-01,2022-11-01,matteroffact,train,aerospace materials; Au/Ge interfaces; hexagonal gold nanostructures; density functional theory; theme_aerospace materials,integrative,qualitative,2212.12020v2,
2212.12020v2_13_F,"Hexagonal close-packed gold nanostructures form on germanium substrates with random crystallographic orientations, showing no preferred alignment between specific crystal planes.",Refuted,2022-12-01,2022-11-01,matteroffact,train,aerospace materials; Au/Ge interfaces; hexagonal gold nanostructures; density functional theory; theme_aerospace materials,integrative,qualitative,2212.12020v2,
2210.17428v1_11_T,"EC-MOFs with larger organic linkers containing more benzene rings (such as TN) exhibit more negative formation energies than those with smaller linkers (such as B), due to the increased number of strong covalent bonds.",Supported,2022-10-01,2022-09-01,matteroffact,train,superconductors; batteries; semi-conductors; electrically conductive metal-organic frameworks; metal-organic frameworks; high-throughput computational materials database; theme_batteries,code/simulation,qualitative,2210.17428v1,
2210.17428v1_11_F,"EC-MOFs with smaller organic linkers (such as B) exhibit more negative formation energies than those with larger linkers (such as TN), due to reduced steric hindrance and more efficient packing.",Refuted,2022-10-01,2022-09-01,matteroffact,train,superconductors; batteries; semi-conductors; electrically conductive metal-organic frameworks; metal-organic frameworks; high-throughput computational materials database; theme_batteries,code/simulation,qualitative,2210.17428v1,
2203.04149v2_15_T,"Ultrasonic reflections from copper current collector layers in the tested lithium-ion battery are stronger in amplitude than reflections from aluminum layers, allowing differentiation between the two metal types based on reflection strength.",Supported,2022-03-01,2022-02-01,matteroffact,train,batteries; lithium-ion batteries; Room-temperature lithium-ion batteries; theme_batteries,experimental,quantitative,2203.04149v2,
2203.04149v2_15_F,"Ultrasonic reflections from copper and aluminum current collector layers in lithium-ion batteries always have identical amplitudes, making it impossible to differentiate between the two metal types based on reflection strength.",Refuted,2022-03-01,2022-02-01,matteroffact,train,batteries; lithium-ion batteries; Room-temperature lithium-ion batteries; theme_batteries,experimental,quantitative,2203.04149v2,
2204.13789v2_9_T,The $\ell_0\ell_2$-norm regularized cluster expansion produces effective cluster interactions with improved physical meaning compared to the $\ell_1$-norm regularized cluster expansion.,Supported,2022-04-01,2022-03-01,matteroffact,train,batteries; Room-temperature lithium-ion batteries; cluster expansion; materials informatics; computational materials science; disordered rocksalt cathode materials; machine learning in materials science; mixed integer quadratic programming; theme_batteries,theoretical,qualitative,2204.13789v2,
2204.13789v2_9_F,The $\ell_1$-norm regularized cluster expansion produces effective cluster interactions with better physical meaning than the $\ell_0\ell_2$-norm regularized cluster expansion.,Refuted,2022-04-01,2022-03-01,matteroffact,train,batteries; Room-temperature lithium-ion batteries; cluster expansion; materials informatics; computational materials science; disordered rocksalt cathode materials; machine learning in materials science; mixed integer quadratic programming; theme_batteries,theoretical,qualitative,2204.13789v2,
2204.04525v1_1_T,"Intercalation cathodes undergo various types of structural transformations including volumetric dilation, symmetry-lowering transformations, stacking-sequence-change mechanisms, and polyhedral rotations.",Supported,2022-04-01,2022-03-01,matteroffact,train,batteries; intercalation materials; lithium-ion batteries; crystallographic design; phase transformation microstructures; crystal defects; chemo-mechanical properties; theme_batteries,integrative,qualitative,2204.04525v1,
2204.04525v1_1_F,Intercalation cathodes undergo only one type of structural transformation - simple isotropic expansion - regardless of their chemical composition or crystal structure.,Refuted,2022-04-01,2022-03-01,matteroffact,train,batteries; intercalation materials; lithium-ion batteries; crystallographic design; phase transformation microstructures; crystal defects; chemo-mechanical properties; theme_batteries,integrative,qualitative,2204.04525v1,
2203.08413v3_8_T,"In superconductor-magnetic insulator nanowire hybrid systems, the topological phase transition occurs at external Zeeman fields as low as 0.07Δ₀, where Δ₀ is the bare superconducting gap of the parent superconductor.",Supported,2022-03-01,2022-02-01,matteroffact,train,superconductors; Majorana zero modes; Rashba nanowires; superconductor-magnetic insulator hybrid systems; quantum transport; topological superconductivity; Andreev bound states; non-local conductance; Keldysh non-equilibrium Green's function; theme_superconductors,code/simulation,quantitative,2203.08413v3,
2203.08413v3_8_F,"In superconductor-magnetic insulator nanowire hybrid systems, the topological phase transition requires external Zeeman fields of at least 0.5Δ₀, where Δ₀ is the bare superconducting gap of the parent superconductor.",Refuted,2022-03-01,2022-02-01,matteroffact,train,superconductors; Majorana zero modes; Rashba nanowires; superconductor-magnetic insulator hybrid systems; quantum transport; topological superconductivity; Andreev bound states; non-local conductance; Keldysh non-equilibrium Green's function; theme_superconductors,code/simulation,quantitative,2203.08413v3,
2212.06128v1_7_T,Fe₁₋ₓCuₓSe exhibits linear temperature dependence of resistivity in both the low-pressure nematic phase and the high-pressure phase above 10 kbar.,Supported,2022-12-01,2022-11-01,matteroffact,train,superconductors; theme_superconductors,experimental,qualitative,2212.06128v1,
2212.06128v1_7_F,Fe₁₋ₓCuₓSe exhibits quadratic (T²) temperature dependence of resistivity in both the low-pressure nematic phase and the high-pressure phase above 10 kbar.,Refuted,2022-12-01,2022-11-01,matteroffact,train,superconductors; theme_superconductors,experimental,qualitative,2212.06128v1,
2202.12952v1_11_T,"The pseudogap phase in cuprate superconductors is characterized by the presence of incoherent pairons, which are bound pairs of holes formed in the local antiferromagnetic environment.",Supported,2022-02-01,2022-01-01,matteroffact,train,superconductors; cuprate superconductors; high-temperature superconductors; pairons; pseudogap phase; theme_superconductors,theoretical,qualitative,2202.12952v1,
2202.12952v1_11_F,"The pseudogap phase in cuprate superconductors is characterized by the presence of preformed Cooper pairs with d-wave symmetry, similar to those in the superconducting state but lacking phase coherence.",Refuted,2022-02-01,2022-01-01,matteroffact,train,superconductors; cuprate superconductors; high-temperature superconductors; pairons; pseudogap phase; theme_superconductors,theoretical,qualitative,2202.12952v1,
